SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
LN-9300,Walk In Medical Clinics,17638453,Valleyview Treatment Centre,17638454,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,17638456,17638455,2507439395,,,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 15:00; Sun 10:00 - 15:00; Please call for hours walk-in clinic is offered as they vary from day to day.,1400 Cowichan Bay Road,,,,Cobble Hill,BC,V0R 1L0,48.710695,-123.607747,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17638454&SiteResourceAgencyNum=17638455
LN-9300,Walk In Medical Clinics,17656070,Quinsam Medical Group,17656071,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday hours also available.",17656073,17656072,2502860601,,,Y,,Mon 10:00 - 14:30; Tue 10:00 - 14:30; Wed 10:00 - 14:30; Thu 10:00 - 14:30; Fri 10:00 - 14:30;,1400 Dogwood Street,,,,Campbell River,BC,V9W 3A6,50.029134,-125.249462,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656071&SiteResourceAgencyNum=17656072
LN-9300,Walk In Medical Clinics,17661163,Bellevue Medical Clinic,17661167,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17661169,17661168,6049222426,http://bellevueclinic.ca,admin@bellevueclinic.ca,N,"English, Farsi",Mon 13:00 - 17:30; Tue 13:00 - 17:30; Wed 13:00 - 17:30; Thu 09:30 - 17:30; Hours are subject to change. Please call to confirm.,1409 Bellevue Avenue,,,,West Vancouver,BC,V7T 1C3,49.327367,-123.15461,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661167&SiteResourceAgencyNum=17661168
LN-9300,Walk In Medical Clinics,17658222,Plateau Medical Clinic,17658223,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday hours also available.,17658225,17658224,6044681500,,,Y,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 10:00 - 16:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,1410 Parkway Boulevard,,,,Coquitlam,BC,V3E 3J7,49.297014,-122.803349,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658223&SiteResourceAgencyNum=17658224
LN-9300,Walk In Medical Clinics,17661453,Guildford Medical Clinic,17661454,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday, Sunday, and statutory hours may also be available. Please see specific location for details.",17661458,17661457,6045828985,,med01@telus.net,N,,Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Hours are subject to change. Please call to confirm.,14650 104th Avenue,,,,Surrey,BC,V3R 1M3,49.191481,-122.815324,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661454&SiteResourceAgencyNum=17661457
LN-9300,Walk In Medical Clinics,17660527,Discovery Medical Walk-In Clinic,17660528,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered Monday - Friday. Saturday and Sunday hours also available.,17660530,17660529,2508504505,,,N,English,"Mon - Fri, 10 a.m. - 8 p.m.; Sat and Sun, 10 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",1477 Island Highway,,,,Campbell River,BC,V9W 8E5,50.032952,-125.260091,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660528&SiteResourceAgencyNum=17660529
LN-9300,Walk In Medical Clinics,17638449,Riverside Heights Medical Clinic,17638450,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.",17638452,17638451,6045822592,,,N,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 12:00; Closed statutory holidays. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,Unit A-14863 108 Avenue,,,,Surrey,BC,V3R 1W2,49.198744,-122.811968,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17638450&SiteResourceAgencyNum=17638451
LN-9300,Walk In Medical Clinics,17640725,Commercial Drive Walk-In Clinic,17640726,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.. Evening clinic hours offered Tuesday and Thursday.,17640728,17640727,6042555922,,,Y,English,"Tue, Thu,  2 p.m. - 8 p.m.; Fri, 9 a.m. - 3 p.m.  Hours may vary, please call to confirm.",1515 Commercial Drive,,,,Vancouver,BC,V5L 3Y1,49.271111,-123.069667,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640726&SiteResourceAgencyNum=17640727
LN-9300,Walk In Medical Clinics,17658397,Willoughby Medical Centre,17658398,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.",17658400,17658399,6045148800,http://www.willoughbymedical.ca,,Y,English and Afrikaans,"Mon - Thu, 9 a.m. - 9 p.m.; Fri, 9 a.m. - 7 p.m.; Sat, Sun, and Statutory Holidays, 10 a.m. - 6 p.m. Please call to confirm clinic hours as it may vary according to physicians' availability.",20202 66 Avenue,,,,Langley,BC,V2Y 1P3,49.122595,-122.662595,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658398&SiteResourceAgencyNum=17658399
LN-9300,Walk In Medical Clinics,17657868,Maple Medical Clinic,17657869,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours also available.,17657871,17657870,6047309769,mapleclinic.ca,,Y,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 17:00; Sat 10:00 - 18:00; Sun 10:00 - 16:00;,2025 Broadway Street W,,,,Vancouver,BC,V6J 1Z6,49.263854,-123.151159,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657869&SiteResourceAgencyNum=17657870
LN-9300,Walk In Medical Clinics,17661889,Vivacare,17661890,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available. Please see specific location for details.",17661898,17661897,6043814102,www.vivacare.ca,,Y,,Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 18:00; Sat 09:00 - 14:00; Please call ahead for statutory holiday hours. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,3122 Mt. Lehman Road,,,,Abbotsford,BC,V4X 0B3,49.059738,-122.379944,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661897
LN-9300,Walk In Medical Clinics,17640735,Denning Health Group,17640736,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. May include a family practice, weekend, and evening clinic hours. Please see specific location for details.",28093083,28093056,6049400917,www.denninghealth.ca/contact/locations/ladner/,info@denninghealth.ca,N,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,5132 Ladner Trunk Road,,,,Delta,BC,V4K 1W3,49.09023,-123.080931,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093056
LN-9300,Walk In Medical Clinics,17655079,Care Point Medical Centres,17655143,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see specific location for details.",17655145,17655095,6044360800,http://www.cbi.ca/web/carepoint,,Y,,"Hours are subject to change, please visit the website for the current schedule.",5138 Joyce Street,,,,Vancouver,BC,V5R 4H1,49.237824,-123.03206,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655143&SiteResourceAgencyNum=17655095
LN-9300,Walk In Medical Clinics,17658389,Triton Medical Clinic,17658390,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday-Friday. Saturday hours also available.,17658392,17658391,6045949990,,,N,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 09:00 - 14:00; Statutory holiday hours: 09:00-14:00. Clinic hours may vary due to patient volume and physician's availability. Please call to confirm.,12565 88 Avenue,,,,Surrey,BC,V3W 3J7,49.15231,-122.890373,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658390&SiteResourceAgencyNum=17658391
LN-9300,Walk In Medical Clinics,17652139,Northern Health Authority,17653501,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17653502,17652205,2505669138,,,N,,Mon 08:40 - 11:00; Tue 08:40 - 11:00; Wed 08:40 - 11:00; Thu 08:40 - 11:00; Fri 08:40 - 11:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,1445 5th Avenue,,,,Valemount,BC,V0E 2Z0,52.83206,-119.270254,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653501&SiteResourceAgencyNum=17652205
LN-9300,Walk In Medical Clinics,17659351,Ultima Medical Services Inc.,17659355,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.,17659357,17659356,6042076900,www.ultimamedical.com,,Y,,Mon 08:00 - 17:00; Tue 08:00 - 17:00; Wed 08:00 - 17:00; Thu 08:00 - 17:00; Fri 08:00 - 17:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00;,3211 Grant McConachie Way,,,,Richmond,BC,V7B 1Y7,49.194605,-123.176251,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659355&SiteResourceAgencyNum=17659356
LN-9300,Walk In Medical Clinics,17655079,Care Point Medical Centres,17655143,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see specific location for details.",17655149,17655101,6045231166,http://www.carepoint.ca,,Y,,"Hours are subject to change, please visit the website for the current schedule.",555 6th Street,,,,New Westminster,BC,V3L 5H1,49.21262,-122.919692,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655143&SiteResourceAgencyNum=17655101
LN-9300,Walk In Medical Clinics,17640739,Whistler Medical Clinic,17640740,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Provides referrals to other health services. Also provides smoking cessation, STI screening, and contraceptive counseling. All services may not be available, please call to confirm. Weekend clinic hours offered.",17640742,17640741,6049323977,,whistlermc@telus.net,Y,English,"Mon - Fri, 8:30 a.m. - 5 p.m.; Sat - Sun, 9 a.m. -4 p.m.; evening hours vary during the winter months.",4380 Lorimer Road,,,,Whistler,BC,V0N 1B4,50.120463,-122.954906,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640740&SiteResourceAgencyNum=17640741
LN-9300,Walk In Medical Clinics,17658769,Panorama Village Medical Clinic,17658770,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family medical practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.",17658772,17658771,6045740481,www.panoramavillagemedical.com,,N,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 14:00; Sun 08:00 - 14:00; Please note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,15157 56th Avenue,,,,Surrey,BC,V3S 9A5,49.104505,-122.80326,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658770&SiteResourceAgencyNum=17658771
LN-9300,Walk In Medical Clinics,17655048,Morgan Creek Clinic,18123139,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday and statutory holiday hours also available.,18123141,17655050,6045425990,mcmedical.ca,,Y,,"Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 17:00; Statutory holidays, 09:00 - 13:00. Closed Christmas Day.",15252 32nd Avenue,,,,Surrey,BC,V3S 0R7,49.060094,-122.799217,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=18123139&SiteResourceAgencyNum=17655050
LN-9300,Walk In Medical Clinics,17661889,Vivacare,17661890,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available. Please see specific location for details.",17661900,17661899,7782184100,www.vivacare.ca,,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 16:00; Sun 09:00 - 16:00; Please call ahead for statutory holiday hours. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,15299 68 Avenue,,,,Surrey,BC,V3S 2C1,49.126367,-122.799101,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661899
LN-9300,Walk In Medical Clinics,17691993,Seymour Health Centre,17692011,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday hours also available.  ,17692126,17692121,6047382151,http://www.seymourhealth.ca/,,N,,Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 09:00 - 15:00;,1530 7th Avenue West,,,,Vancouver,BC,V6J 1S3,49.265344,-123.138653,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17692011&SiteResourceAgencyNum=17692121
LN-9300,Walk In Medical Clinics,17691993,Seymour Health Centre,17692011,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday hours also available.  ,17692126,17692121,6047382151,http://www.seymourhealth.ca/,,N,,Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 09:00 - 15:00;,1530 7th Avenue West,,,,Vancouver,BC,V6J 1S3,49.265344,-123.138653,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17692011&SiteResourceAgencyNum=17692121
LN-9300,Walk In Medical Clinics,17656344,Hilltop Medical Clinic,17656345,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Thursday. Saturday hours also available.,17656347,17656346,6045315575,www.hilltopmedical.ca,,N,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 18:00; Sat 09:00 - 13:00; Closed on Sundays and all statutory holidays. Clinic hours may vary due to patient volume and physicians' availability; please phone to confirm.,15321 16 Avenue,,,,Surrey,BC,V4A 1R6,49.031121,-122.798056,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656345&SiteResourceAgencyNum=17656346
LN-9300,Walk In Medical Clinics,17641018,Sullivan Medical Clinic,17641019,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,17641021,17641020,6043036342,www.sullivanmedicalclinic.com,admin@sullivanmedicalclinic.com,N,,Mon 07:00 - 17:00; Tue 07:00 - 17:00; Wed 07:00 - 17:00; Thu 07:00 - 17:00; Fri 07:00 - 17:00; Closed weekends and statutory holidays.,15325 56th Avenue,,,,Surrey,BC,V3S 0X9,49.104505,-122.798666,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17641019&SiteResourceAgencyNum=17641020
LN-9300,Walk In Medical Clinics,25034378,Highroads Medical Clinics,25139720,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Clinic hours vary; please see specific location for details.,25139724,25139712,6042654728,highroadsmedical.com/south-surrey-medical-clinic,,N,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 17:00; Hours are subject to physician availability; call to confirm.,410-15355 24th Avenue,,,,Surrey,BC,V4A 2H9,49.046489,-122.796608,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=25139720&SiteResourceAgencyNum=25139712
LN-9300,Walk In Medical Clinics,17658190,Peninsula Medical Clinic,17658191,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday, Sunday, and statutory hours also available.",17658193,17658192,6045314131,www.peninsulamedicalclinic.ca,peninsulamedical@shaw.ca,Y,,Mon 08:00 - 18:00; Tue 08:00 - 18:00; Wed 08:00 - 18:00; Thu 08:00 - 18:00; Fri 08:00 - 18:00; Sat 09:00 - 17:00; Sun 09:00 - 17:00; Open statutory holidays 09:00 - 17:00. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,15388 24 Avenue,,,,Surrey,BC,V4A 2J2,49.045582,-122.796387,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658191&SiteResourceAgencyNum=17658192
LN-9300,Walk In Medical Clinics,18433207,South Surrey Medical Clinic,18448965,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.,18449218,18447121,6045427788,www.southsurreymedicalclinic.com,info@southsurreymedicalclinic.com,N,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 09:00 - 13:00; Sun 10:00 - 14:00; Please call ahead to confirm a doctor is on staff.,101 15850 26th Avenue,,,,Surrey,BC,V3S 2N6,49.048561,-122.783332,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=18448965&SiteResourceAgencyNum=18447121
LN-9300,Walk In Medical Clinics,17640705,Gordon Head Medical Treatment Centre,17640706,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Sunday. Statutory holiday hours also available.,17640708,17640707,2504774777,,ghtc@telus.net,Y,English,"Mon - Sun, statutory holidays, 9 a.m. - 9 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",1595 McKenzie Avenue,,,,Victoria,BC,V8N 1A4,48.468573,-123.333124,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640706&SiteResourceAgencyNum=17640707
LN-9300,Walk In Medical Clinics,17643295,Gitsegukla Health Centre,17643307,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17643308,17643297,2508495231,www.gitsegukla.org,,N,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,162 Howe Street,,,,Hazelton,BC,V0J 2R0,55.233333,-127.666667,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17643307&SiteResourceAgencyNum=17643297
LN-9300,Walk In Medical Clinics,17655079,Care Point Medical Centres,17655143,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory hours may also be available. Please see specific location for details.",17655144,17655087,6042545554,www.cbi.ca/web/carepoint,,Y,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 21:00; Sun 09:00 - 18:00; Hours are subject to change.  Please call to confirm.,1623 Commercial Drive,,,,Vancouver,BC,V5L 3Y3,49.270184,-123.069821,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655143&SiteResourceAgencyNum=17655087
LN-9300,Walk In Medical Clinics,17655966,Oak Bay Medical Clinic,17655967,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.",17655969,17655968,2505986744,,,Y,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 08:00 - 12:00; Sun 08:00 - 12:00; Family practice by appointment only; Please note that hours are subject to physician availability and patient volume.,1640 Oak Bay Avenue,,,,Victoria,BC,V8R 1B2,48.426478,-123.334374,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655967&SiteResourceAgencyNum=17655968
LN-9300,Walk In Medical Clinics,17640717,Lansdowne Walk-In Clinic,17640718,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday, Tuesday, and Thursday. Saturday, Sunday and statutory holiday hours also available.",17640720,17640719,2505924212,www.lansdownetreatmentcentre.com,office@lansdownetreatmentcentre.ca,N,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 17:00; Thu 09:00 - 20:00; Fri 09:00 - 18:00; Sat 09:00 - 14:00; Sun 09:00 - 14:00; Closed on Mondays between 13:00 and 17:00. Open during statutory holidays from 09:00 to 14:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,1641 Hillside Avenue,,,,Victoria,BC,V8T 5G1,48.445104,-123.334011,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640718&SiteResourceAgencyNum=17640719
LN-9300,Walk In Medical Clinics,17656311,Lakeland Medical Clinic,17656312,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,17656314,17656313,7784780277,,,Y,,Mon 08:30 - 15:00; Tue 08:30 - 15:00; Wed 08:30 - 15:00; Thu 08:30 - 15:00; Fri 08:30 - 14:00; Please note that hours are subject to physician availability and patient volume.,1715 Ellis Street,,,,Kelowna,BC,V1Y 8M9,49.88278,-119.493478,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656312&SiteResourceAgencyNum=17656313
LN-9300,Walk In Medical Clinics,17660284,Brickyard Medical Clinic,17660285,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available with the exception of Christmas Day. Closing time depends on patient flow and physician availability.",17660287,17660286,6045767701,,,N,English,"Mon - Fri, 8 a.m. - 7 p.m.; Sat, 10 a.m. - 4 p.m.; Sun, 10 a.m. - 2 p.m.; Closed Christmas Day. Closing time depends on patient flow and physician availability, please call to confirm.",17475 56th Avenue,,,,Surrey,BC,V3S 2X6,49.10411,-122.738371,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660285&SiteResourceAgencyNum=17660286
LN-9300,Walk In Medical Clinics,17660284,Brickyard Medical Clinic,17660285,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available with the exception of Christmas Day. Closing time depends on patient flow and physician availability.",17660287,17660286,6045767701,,,N,English,"Mon - Fri, 8 a.m. - 7 p.m.; Sat, 10 a.m. - 4 p.m.; Sun, 10 a.m. - 2 p.m.; Closed Christmas Day. Closing time depends on patient flow and physician availability, please call to confirm.",17475 56th Avenue,,,,Surrey,BC,V3S 2X6,49.10411,-122.738371,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660285&SiteResourceAgencyNum=17660286
LN-9300,Walk In Medical Clinics,17658186,Semiahmoo Medical Clinic,17658187,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday to Thursday. Statutory holiday hours also available.,17658189,17658188,6045353388,,,N,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 15:00; Closed weekends. Open statutory holidays 09:00-15:00. Please call for Christmas hours. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.,1767 152nd Street,,,,Surrey,BC,V4A 4N3,49.033797,-122.8013,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658187&SiteResourceAgencyNum=17658188
LN-9300,Walk In Medical Clinics,17657903,Clover Care Medical Clinic,17657904,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.",17657906,17657905,6045747883,www.clovercaremedical.com,clovercare@telus.net,N,,"Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 17:00; Sun 09:00 - 17:00; Statutory holidays, 09:00 - 17:00. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",17770 56th Avenue,,,,Surrey,BC,V3S 1C7,49.104124,-122.730256,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657904&SiteResourceAgencyNum=17657905
LN-9300,Walk In Medical Clinics,17657738,Aquarius Medical Clinic,17657739,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours are also available.,17657741,17657740,6046697772,http://www.aquariusmedical.ca/,,Y,,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 18:00; Sat 10:00 - 16:00; Sun 10:00 - 16:00; Closed statutory holidays,179 Davie Street,,,,Vancouver,BC,V6Z 2Y1,49.273776,-123.120741,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657739&SiteResourceAgencyNum=17657740
LN-9300,Walk In Medical Clinics,17656003,Moss Rock Medical Centre,17656004,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday, Sunday and statutory holiday hours also available.",17656006,17656005,2504188878,,,Y,,Mon 08:30 - 18:00; Tue 08:30 - 18:00; Wed 08:30 - 18:00; Thu 08:30 - 18:00; Fri 08:30 - 18:00; Sat 09:00 - 15:00; Sun 09:00 - 15:00; Statutory Holidays: 09:00 -  15:00 Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,180 Wilson Street,,,,Victoria,BC,V9A 7N6,48.432654,-123.381659,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656004&SiteResourceAgencyNum=17656005
