SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
LD-1700,Emergency Room Care,17652139,Northern Health Authority,17653135,Emergency Room Care,"Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance, and are prioritized based on the severity of a patient's condition upon arrival.",17653140,17652340,2509968201,www.northernhealth.ca,hello@northernhealth.ca,N,,24-Jul,600 Stuart Drive East,Fort St James,BC,V0J 1P0,54.442987,-124.245474,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652340
LD-1700,Emergency Room Care,17652139,Northern Health Authority,17653135,Emergency Room Care,"Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance, and are prioritized based on the severity of a patient's condition upon arrival.",17653146,17652145,2505652000,www.northernhealth.ca,hello@northernhealth.ca,N,,24-Jul,1475 Edmonton Street,Prince George,BC,V2M 1S2,53.911251,-122.763153,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652145
LD-1700,Emergency Room Care,17652139,Northern Health Authority,17653135,Emergency Room Care,"Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance, and are prioritized based on the severity of a patient's condition upon arrival.",17653137,17652162,2502425271,www.northernhealth.ca,hello@northernhealth.ca,N,,Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Nurse and doctor on-call after hours,220 Front Street,Tumbler Ridge,BC,V0C 2W0,55.125373,-121.00198,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652162
LD-1700,Emergency Room Care,17652139,Northern Health Authority,17653135,Emergency Room Care,"Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance, and are prioritized based on the severity of a patient's condition upon arrival.",17653142,17652205,2505669138,www.northernhealth.ca,hello@northernhealth.ca,N,,Mon 08:40 - 16:30; Tue 08:40 - 16:30; Wed 08:40 - 16:30; Thu 08:40 - 16:30; Fri 08:40 - 16:30; Nurse and doctor on call for after-hours emergency,1445 5th Avenue,Valemount,BC,V0E 2Z0,52.83206,-119.270254,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652205
LD-1700,Emergency Room Care,17652139,Northern Health Authority,17653135,Emergency Room Care,"Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance, and are prioritized based on the severity of a patient's condition upon arrival.",17653157,17652355,2508425211,www.northernhealth.ca,hello@northernhealth.ca,N,,24-Jul,2510 62 Highway,Hazelton,BC,V0J 1Y0,55.259655,-127.651295,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652355
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647116,17646849,2503957600,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,555 Cedar Avenue South,100 Mile House,BC,V0K 2E0,51.638105,-121.293555,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646849
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647132,17646567,2504993000,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Mon - Sat, 8 a.m. - 7 p.m.; Physician on-call all other hours.",700 3rd Street,Keremeos,BC,V0X 1N3,49.20514,-119.831731,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646567
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647121,17646772,2504256212,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Mon - Sun, 8 a.m. - 7 p.m.",570 Pine Avenue,Sparwood,BC,V0B 2G0,49.72153,-114.893626,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646772
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647120,17647058,2504552221,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Mon - Sun, 9 a.m. - 9 p.m.; Please call to verify emergency service hours.",575A Main Street,Lytton,BC,V0K 1Z0,50.234222,-121.580994,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647058
LD-1700,Emergency Room Care,17653863,St. Joseph's General Hospital,17653871,Emergency Services,Provides emergency care for incoming patients on a priority basis. Designed primarily for patients requiring immediate treatment.,17653872,17653865,2503392242,http://www.sjghcomox.ca/emergency.php,,Y,English,24-Jul,2137 Comox Avenue,Comox,BC,V9M 1P2,49.675587,-124.940821,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653871&SiteResourceAgencyNum=17653865
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651546,17650761,2509346322,http://www.viha.ca/locations/tahsis_health_centre.htm,info@viha.ca,Y,,"Mon - Fri, 9 a.m. - 4:30 p.m.; Nurse available 24/7; Doctor available Tue and Thu only.",1085 Maquinna Drive,Tahsis,BC,V0P 1X0,49.913388,-126.663244,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650761
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651539,17651030,2507254010,http://www.viha.ca/locations/tofino_general_hospital.htm,info@viha.ca,N,,,261 Neill Street,Tofino,BC,V0R 2Z0,49.151557,-125.90808,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651030
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647127,17646580,2505581200,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,2101 32nd Street,Vernon,BC,V1T 5L2,50.256925,-119.273751,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646580
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651536,17650784,2507274212,http://www.viha.ca/locations/victoria_general_hospital.htm,info@viha.ca,N,,,1 Hospital Way,Victoria,BC,V8Z 6R5,48.466504,-123.433064,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650784
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647123,17646627,2503532211,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Mon - Fri, 9 a.m. - 5 p.m.; closed statuary holidays",673 A Avenue,Kaslo,BC,V0G 1M0,49.913883,-116.914089,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646627
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647134,17646788,2504761114,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Clinic Hours: Mon- Fri, 8:45 a.m. - 4:30 p.m.; Emergency services available during clinic hours and on-call after hours.",16452 Highway 20,Tatla Lake,BC,V0L 1V0,51.898899,-124.583244,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646788
LD-1700,Emergency Room Care,17643248,Nisga'a Valley Health Authority,17643277,Emergency Services,"Provides emergency health care and trauma services for members of Nisga'a First Nation as well as other bands, and non-natives living in the area. Services are prioritized based on the severity of a patient's condition upon arrival. BC Ambulance and/or Air Ambulance will be called upon when required to deliver patients to hospital emergency department.",17643278,17643250,2506335000,http://www.nisgaalisims.ca/nisgaa-valley-health-authority,jaydawson@nisgaahealth.bc.ca,Y,English,,4920 Tait Avenue,New Aiyansh,BC,V0J 1A0,55.200064,-129.077032,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17643277&SiteResourceAgencyNum=17643250
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,21397663,17647924,2503944313,www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 08:00 - 19:00; Sun 08:00 - 19:00;,2592 Morton Road,Alexis Creek,BC,V0L 1A0,52.085559,-123.275914,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647924
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647124,17646553,2502653622,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,97 1st Avenue NE,Nakusp,BC,V0G 1R0,50.238724,-117.794638,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646553
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647115,17646776,2504532211,www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,Y,,Mon 06:00 - 12:00; Tue 09:00 - 12:00; Wed 09:00 - 12:00; Thu 09:00 - 12:00; Fri 18:00 - 24:00; Saturday and Sunday: open 24 hours until Monday morning.For up-to-date Emergency Department hours call 250-453-2211 (option 7),700 Ash-Cache Creek Highway,Ashcroft,BC,V0K 1A0,50.734772,-121.280163,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646776
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647095,17646767,2506729731,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Mon - Fri, 8:30 a.m. - 4:30 p.m.",4537 Barriere Town Road,Barriere,BC,V0E 1E0,51.180406,-120.125113,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646767
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647130,17647129,2506738311,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Mon - Thu, 8:30 a.m. - 5 p.m.; Fri, 8:30 a.m. - 12:30 p.m.; Closed Sat, Sun and statutory holidays.",858 Main Street,Blue River,BC,V0E 1J0,52.10618,-119.303431,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647129
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647136,17647135,2504432100,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,7649 22nd Street,Grand Forks,BC,V0H 1H2,49.030363,-118.467838,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647135
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651535,17650856,2508502141,http://www.viha.ca/locations/campbell_river_district_general_hospital.htm,info@viha.ca,N,,,375 2nd Avenue,Campbell River,BC,V9W 3V1,50.011132,-125.243155,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650856
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647110,17646585,2503924411,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,517 6th Avenue N,Williams Lake,BC,V2G 2G8,52.137421,-122.143656,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646585
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647122,17646810,2503657711,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Mon - Sun, 8 a.m. - 7 p.m.",709 10th Street,Castlegar,BC,V1N 2H7,49.314395,-117.659998,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646810
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647133,17646759,2506793312,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Hours vary, please call for hours of operation.",826 Thompson Avenue,Chase,BC,V0E 1M0,50.818238,-119.68568,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646759
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651543,17650887,2509745585,http://www.viha.ca/locations/cormorant_island_health_centre.htm,info@viha.ca,Y,,,49 School Road,Alert Bay,BC,V0N 1A0,50.583656,-126.926661,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650887
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651537,17650858,2507093000,http://www.viha.ca/locations/cowichan_district_hospital.htm,info@viha.ca,N,,,3045 Gibbins Road,Duncan,BC,V9L 1E5,48.785009,-123.723323,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650858
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647099,17647098,2504282286,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,312 15th Avenue N,Creston,BC,V0B 1G0,49.098702,-116.508309,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647098
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647111,17646548,2506742244,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,640 Park Drive,Clearwater,BC,V0E 1N0,51.647651,-120.018361,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646548
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647108,17646893,2504265281,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,13 24th Avenue N,Cranbrook,BC,V1C 3H9,49.512483,-115.748688,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646893
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,21397690,17647530,2502697313,www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,322 Monashee Avenue,Edgewood,BC,V0G 1J0,49.77841,-118.146151,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647530
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647109,17646590,2504234453,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,1501 5th Avenue,Fernie,BC,V0B 1M0,49.51284,-115.0566,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646590
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647137,17646829,2508652247,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,"Mon - Fri, 8 a.m. - 7 p.m.",212 Alpine Way,Elkford,BC,V0B 1H0,50.021306,-114.918185,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646829
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Services,"Provides in-hospital emergency care for patients who have acute, life-threatening injuries, or severe illnesses.",17651544,17650759,2502832626,http://www.viha.ca/locations/gold_river_health_centre.htm,info@viha.ca,N,,"Mon - Fri, 8:30 a.m. - 5 p.m.",601 Trumpeter Drive,Gold River,BC,V0P 1G0,49.78125,-126.048774,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650759
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647106,17647105,2503445271,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,835 9th Avenue South,Golden,BC,V0A 1H0,51.296792,-116.967372,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647105
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647104,17647103,2503429201,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,850 10th Avenue,Invermere,BC,V0A 1A0,50.506722,-116.033417,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17647103
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647125,17646738,2508624000,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,2268 Pandosy Street,Kelowna,BC,V1Y 1T2,49.873281,-119.491273,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646738
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Services Network,Provides 24-hour emergency health care and trauma services in many hospital sites. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival. Services address urgent care needs for individuals who walk into the department or are transported by ground or air ambulance. Services are prioritized based on the severity of the patient's condition upon arrival.,17647126,17646551,2503683311,http://www.interiorhealth.ca/FindUs/_layouts/FindUs/info.aspx?type=Service&loc=&svc=Emergency Health Services&ploc=,,N,,24-Jul,1200 Hospital Bench,Trail,BC,V1R 4M1,49.10318,-117.70147,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646551
